Sales Report for Hopin Express,,,,,,,,,,
Report for 3 Months Commencing Wednesday 1st October 2025,,,,,,,,,,
,,,,,,,,,,
All Wholesalers,1414 Products Sold for Wholesaler,,,,,,,,,
Alcohol,196 Products Sold in Category,,,,,,,,,
Alcohol Beer,38 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
8008440246066,,Asahi Super Dry Large,20.00%,3.49,22,75.12,12.52,39.15,23.45,37.50%
5035766064442,,Birra Moretti 4Pk Can Gg,20.00%,7.99,13,91.87,15.31,58.15,18.41,24.10%
5035766062523,,Birra Moretti Nrb,20.00%,3.69,2,7.38,1.23,3.83,2.32,37.70%
5014379005103,,Budweiser 10 Pack Can,20.00%,13.99,2,26.98,4.5,17.98,4.5,20.00%
5014379004687,,Budweiser 12 Pack Nrb,20.00%,15.5,2,27.5,4.58,16.48,6.44,28.10%
5014379025576,,Budweiser 4Pk Pm 5.99,20.00%,5.99,1,5.99,1,3.67,1.33,26.60%
5014379004533,,Budweiser Lrg Bottle,20.00%,3.59,8,28.72,4.79,14.16,9.77,40.80%
5010153872633,,Carlsberg Pilsner 10Pk,20.00%,12.29,3,36.87,6.14,19.29,11.44,37.20%
5010038462386,,Cobra 4.5% Nrb,20.00%,3.99,4,15.96,2.66,8.26,5.04,37.90%
5010038462461,,Cobra Lager Can 4Pk,20.00%,6.99,2,13.98,2.33,8.1,3.55,30.50%
7501064193040,,Corona 12 Pack Nrb,20.00%,19.99,3,59.97,9.99,35.97,14.01,28.00%
5014379014457,,Corona Large Nrb,20.00%,3.69,19,58.45,9.74,35.69,13.02,26.70%
3155930005568,,Desperados,20.00%,4.69,3,14.07,2.35,7.25,4.48,38.20%
5035766066286,,Desperados 4Pk Can 5.9%,20.00%,8.99,3,26.97,4.5,13.5,8.98,40.00%
8690520510190,,Efes Draft 5%,20.00%,2.79,2,5.58,0.93,3.05,1.6,34.40%
4002103248248,,Erdinger Weiss Beer,20.00%,2.99,2,5.98,1,3.96,1.02,20.40%
5035766185253,,Fosters 10 Pack,20.00%,14,2,28,4.67,15.98,7.35,31.50%
5035766063919,,Heineken 10 Pack Can,20.00%,16.75,1,10,1.67,9.99,-1.66,-19.90%
8712000022662,,Heineken Large Nrb,20.00%,3.69,4,14.76,2.46,7.33,4.97,40.40%
5056225900774,,Kingfisher Lager,20.00%,3.79,34,106.11,17.68,67.97,20.45,23.10%
5010038483992,,Madri Excepciona 4Pk Can,20.00%,6.99,3,20.97,3.5,10.16,7.31,41.90%
5010038499481,,Madri Excepcional 4Pk,20.00%,7.99,6,47.94,7.99,28.41,11.54,28.90%
5010038484098,,Madri Large Bottle,20.00%,3.49,5,17.45,2.91,9.87,4.67,32.10%
5905927000513,,Perla Chmielowa Can,20.00%,1.99,9,17.91,2.98,9.79,5.14,34.40%
5905927007574,,Perla Mocna Can,20.00%,2.19,7,15.33,2.56,8.54,4.24,33.20%
8008440552006,,Peroni Lager 4Pk Can,20.00%,7.49,5,35.95,5.99,20.49,9.47,31.60%
8008440212481,,Peroni Nastro Azzurro,20.00%,3.49,8,25.34,4.22,14.41,6.71,31.80%
5035766061533,,Red Stripe 4 Pk Non Pmp,20.00%,6.99,4,27.96,4.66,17.33,5.97,25.60%
5035766064893,,Red Stripe Pint Non Pmp,20.00%,7.99,8,62.42,10.4,41.34,10.68,20.50%
5014379029772,,San Miguel 12Pk Bottle,20.00%,19.5,1,19.5,3.25,12.79,3.46,21.30%
5014379029833,,San Miguel Large Bottle,20.00%,3.59,5,16.77,2.79,9.65,4.33,31.00%
8850999025315,,Singha Orig Thai Beer,20.00%,3.25,5,13.72,2.29,9.58,1.85,16.20%
5014379012866,,Stella 10 Pack Can,20.00%,13.99,6,83.94,13.99,18.08,51.87,74.20%
5014379012972,,Stella Artois 12 Pk Nrb,20.00%,17.99,1,17.99,3,11.69,3.3,22.00%
5014379025293,,Stella Artois 4.6% Can 568Ml,20.00%,4.68,1,4.68,0.78,0,0,0.00%
5014379012958,,Stella Artois A,20.00%,3.59,4,12,2,7,3,30.00%
5901359194967,,Tyskie Can 4 Pk Pm 6.79,20.00%,6.79,2,13.58,2.26,8.43,2.89,25.50%
5901359074481,,Tyskie Lager Nrb,20.00%,2.89,5,14.45,2.41,8.66,3.38,28.10%
Sub Category Totals for Alcohol Beer,,,,,217,1128.16,188.03,635.95,300.29,32.40%
,,,,,,,,,,
Alcohol Beer PM,17 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
5010153873739,,1664 Biere 4Pk Pm 7.75,20.00%,7.75,45,282.18,47.03,194.93,40.22,17.10%
5010153873722,,1664 Biere Pm649,20.00%,6.49,28,147.1,24.52,115.69,6.9,5.60%
5056025486058,,Brewdog Punk Ipa Cn 6.99,20.00%,6.99,2,13.98,2.33,8.33,3.32,28.50%
5014379030600,,Bud 4Pk Pint Can Pm7.59,20.00%,7.59,10,73.22,12.2,44.98,16.03,26.30%
5014379026870,,Budweiser 4Pk Pm 5.99,20.00%,5.99,17,98.23,16.37,57.47,24.39,29.80%
5010153873661,,Carlsberg Export Pm6.25,20.00%,6.25,2,9.98,1.66,6.66,1.65,19.90%
5010153873678,,Carlsberg Export Pm7.49,20.00%,7.49,2,11.58,1.93,8.33,1.32,13.70%
5010153873685,,Carlsberg Pils Pm 5.25,20.00%,5.25,2,10.5,1.75,5.66,3.09,35.30%
5035766185550,,Fosters 4 Pack Pm 6.99,20.00%,6.99,3,20.97,3.5,13.5,3.98,22.80%
5035766185567,,Fosters Lager 4Pk Pm5.69,20.00%,5.69,8,44.08,7.35,26.65,10.08,27.40%
5000213027738,,Guinnes Draug 4Pk 6.69,20.00%,6.69,5,33.45,5.58,20.82,7.05,25.30%
5035766066507,,Heineken 4 Pack Pm 6.59,20.00%,6.59,3,17.57,2.93,12.3,2.35,16.00%
5035766066484,,Heineken Pint Can Pm7.99,20.00%,7.99,6,39.94,6.66,28.16,5.13,15.40%
5014379031232,,San Miguel 4Pk Pm 6.75,20.00%,6.75,3,20.25,3.38,12,4.88,28.90%
5014379031256,,San Miguel 4Pk Pm 7.99,20.00%,7.99,13,91.14,15.19,56.65,19.3,25.40%
5014379030662,,Stella Artois 4Pk 6.49,20.00%,6.49,20,129.8,21.63,71.58,36.58,33.80%
5014379030716,,Stella Pint Can Pm 7.79,20.00%,7.79,11,73.37,12.23,45.65,15.49,25.30%
Sub Category Totals for Alcohol Beer PM,,,,,180,1117.34,186.22,729.35,201.77,21.70%
,,,,,,,,,,
Alcohol Cider,7 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
5391520443480,,K Cider Non Pmp,20.00%,1.85,2,3.7,0.62,1.97,1.11,36.00%
5012136012500,,Knights Cider 8.4% ,20.00%,1.69,33,55.77,9.29,75,-28.53,-61.40%
7393714898753,,Koppaberg Variety 10 Pk,20.00%,12.49,1,12.49,2.08,8.69,1.72,16.50%
5020628001178,,Thatchers Gold Cider Nrb,20.00%,2.49-2.89,6,15.74,2.62,8.32,4.79,36.50%
5020628001895,,Thatchers Lemon Cider ,20.00%,6.99,1,6.99,1.17,4.6,1.23,21.10%
5014201701777,,Westons Organic 6% Abv,20.00%,2.79,7,19.53,3.25,11.77,4.51,27.70%
5014201655414,,Westons Vintage,20.00%,2.79,5,13.95,2.33,8.68,2.94,25.30%
Sub Category Totals for Alcohol Cider,,,,,55,128.17,21.36,119.04,-12.23,-11.40%
,,,,,,,,,,
Alcohol Cider PM,11 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
5020379185967,,Barnstormer Black Cdr Pm135,20.00%,1.35,176,237.6,39.6,137.79,60.21,30.40%
5035766052494,,Inchs Cider 4Pk Pm5.85,20.00%,5.85,10,58.5,9.75,33.92,14.83,30.40%
7393714898074,,Kopp Mix Fruit 4Pk 5.99,20.00%,5.99,3,17.47,2.91,11.25,3.31,22.80%
7393714898050,,Kopp St/Li 4Pk Can 5.99,20.00%,5.99,4,23.96,3.99,15.44,4.52,22.70%
5059630005621,,Lancer 5% Can Pm 3.99,20.00%,3.49,10,34.9,5.82,24.65,4.43,15.20%
5020379185981,,Omega White Cider Can Pm135,20.00%,1.35,16,21.6,3.6,12.53,5.47,30.40%
5035766052586,,Strong Dark Fru 4Pk 6.59,20.00%,6.59,3,18.67,3.11,12.49,3.06,19.70%
5035766052548,,Strongbow Cider 4Pk 5.59,20.00%,5.59,1,5.59,0.93,3.4,1.26,27.00%
5020628003707,,Thatch App&Bla 4Pk 6.69,20.00%,6.69,1,6.69,1.11,4.33,1.24,22.30%
5020628004391,,Thatch Ora Cider Can6.79,20.00%,6.79,2,13.58,2.26,8,3.32,29.30%
5020628004339,,Thatchers Gold Can 5.99,20.00%,5.99,4,23.96,3.99,14.33,5.64,28.20%
Sub Category Totals for Alcohol Cider PM,,,,,230,462.52,77.09,278.12,107.31,27.80%
,,,,,,,,,,
Alcohol Pop,20 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
5449000336262,,Absolut Wmel & Sprite,20.00%,2.29,5,11.45,1.91,6.66,2.88,30.20%
5060926500461,,Au Vodka Black Grape,20.00%,2.49,1,2.49,0.41,1.37,0.7,33.80%
5060926500331,,Au Vodka Blue Raspberry,20.00%,2.49,12,29.88,4.98,16.57,8.33,33.40%
5060926500607,,Au Vodka Cherry,20.00%,2.49,4,9.96,1.66,5.71,2.59,31.30%
5060926502182,,Au Vodka Juicy Peach 330Ml,20.00%,3.29,2,6.58,1.1,3.5,1.98,36.20%
5060926500584,,Au Vodka Pineapple,20.00%,2.49,3,7.47,1.25,4.04,2.19,35.10%
5060926501680,,Au Vodka Pink Lemonade,20.00%,2.49,1,2.49,0.41,1.37,0.7,33.80%
7610113022603,,Bacardi Mango Mojito,20.00%,2.09,3,6.27,1.04,3.54,1.69,32.30%
7610113007792,,Bacardi Mojito 5% Can,20.00%,2.09,2,4.18,0.7,2.42,1.07,30.70%
7610113027455,,Bacardi Sunset Orange,20.00%,2.09,1,2.09,0.35,1.21,0.53,30.70%
8721325515001,,Beatbox Blue Razzberry,20.00%,3.29,1,3.29,0.55,2.07,0.68,24.60%
0850035474068,,Buzzball Espress Martini,20.00%,4.49,7,27.47,4.58,15.16,7.73,33.80%
0850035474105,,Buzzball Strawberry Rita,20.00%,4.49,12,51.9,8.65,25.99,17.26,39.90%
0850035474037,,Buzzballz Choc Tease,20.00%,4.49,7,27.47,4.58,15.2,7.69,33.60%
0850035474006,,Buzzballz Tequila Rita,20.00%,4.49,6,22.98,3.83,13,6.15,32.10%
5010103948630,,Ciroc Colada,20.00%,2.29,3,6.87,1.15,4.16,1.56,27.30%
5010103948166,,Ciroc Red Berry And Lemo,20.00%,2.29,1,2.29,0.38,1.42,0.49,25.80%
5010103947411,,Ciroc Summer Citrus,20.00%,2.29,5,11.45,1.91,7.08,2.46,25.80%
5010103947435,,Ciroc Tropical Passion,20.00%,2.29,3,6.87,1.15,4.08,1.64,28.70%
5060065302278,,Funkin Nitro Pina Colada,20.00%,2.39,3,6.94,1.16,4.17,1.61,27.90%
Sub Category Totals for Alcohol Pop,,,,,82,250.39,41.73,138.72,69.94,33.50%
,,,,,,,,,,
Alcohol Pop PM,20 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
5000112676815,,Absl Vod & Sprt Pm 2.29,20.00%,2.29,7,16.03,2.67,9.16,4.2,31.40%
5000281078229,,Capt Morg Pepsi Max 2.19,20.00%,2.19,17,37.23,6.21,18.19,12.83,41.40%
5060257214365,,D/Soop Drk Fruit Ph 3.49,20.00%,3.49,6,20.94,3.49,12.74,4.71,27.00%
5060257214389,,D/Soop Mngo Pk Lemon3.49,20.00%,3.49,1,3.49,0.58,2.12,0.78,27.00%
5060257214303,,D/Soop P/Apple Kiwi 3.49,20.00%,3.49,8,27.92,4.65,16.99,6.28,27.00%
5060065306665,,Funk Pass Frt Mart 2.39,20.00%,2.39,1,2.08,0.35,1.39,0.34,19.80%
5060065305989,,Funkin Blue Rasp 2.19,20.00%,2.19,4,7.84,1.31,5.23,1.3,19.90%
5060065306269,,Funkin I/Bru V/Mart 2.19,20.00%,2.19,1,2.19,0.36,1.31,0.52,28.40%
5060065306764,,Funkin Straw Dquiri Nit,20.00%,2.39,1,2.08,0.35,1.39,0.34,19.80%
5000289936217,,Gord Pink Gin & Ton 2.19,20.00%,2.19,8,17.52,2.92,9.24,5.36,36.70%
5000289936170,,Gordons&Diet Tonic 2.19,20.00%,2.19,4,8.76,1.46,4.29,3.01,41.30%
5000112674583,,Jack Dan & Coca Co 2.39,20.00%,2.39,10,23.9,3.98,13.03,6.88,34.60%
5011007027278,,Malibu & Cola Can 2.19,20.00%,2.19,3,6.57,1.09,3.37,2.1,38.40%
7312040340132,,Malibu Coco & P/App 2.19,20.00%,2.19,2,4.38,0.73,2.29,1.36,37.30%
5011007027254,,Malibu Pina Colada 2.19,20.00%,2.19,1,2.19,0.36,1.08,0.74,40.70%
5410316967907,,Smirnoff & Cola 2.19,20.00%,2.19,3,6.57,1.09,3.62,1.85,33.80%
5410316967846,,Smirnoff Ice Trop 3.49,20.00%,3.49,2,6.98,1.16,4.33,1.49,25.60%
5410316967983,,Smirnoff Rasp&Lem 2.19,20.00%,2.19,6,12.49,2.08,6.75,3.66,35.20%
5024993733269,,Wkd Blue 3.29,20.00%,3.29,11,36.19,6.03,20.67,9.49,31.50%
5024993733276,,Wkd Iron Brew 3.29,20.00%,3.29,1,3.29,0.55,1.83,0.91,33.20%
Sub Category Totals for Alcohol Pop PM,,,,,97,248.64,41.44,139.03,68.17,32.90%
,,,,,,,,,,
Alcohol Spirit,25 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
7312040017508,,Absolut Vodka,20.00%,2.99,3,8.97,1.5,5.32,2.15,28.80%
5010677012324,,Bacardi Carta Blanca,20.00%,22.99,1,22.99,3.83,15.33,3.83,20.00%
5011013100156,,Baileys Irish Cream ,20.00%,17.99,2,35.98,6,22.75,7.23,24.10%
5011295197929,,Chekov Imperial Vodka,20.00%,2.29,2,4.58,0.76,2.28,1.53,40.20%
5000299212936,,Chivas Regal Whisky,20.00%,32.99,1,32.99,5.5,21.58,5.91,21.50%
5020379175357,,Christian Dupre Brandy Pet,20.00%,2.29,17,38.93,6.49,20.24,12.2,37.60%
8001110016372,,Disaronno,20.00%,18.99,1,18.99,3.17,12,3.83,24.20%
0085000004210,,E & J Brandy,20.00%,7.99,4,31.96,5.33,18.08,8.55,32.10%
0088004023508,,Fireball,20.00%,17.99,1,17.99,3,11.94,3.06,20.40%
0088004026356,,Fireball,20.00%,2,5,9.81,1.64,5.5,2.68,32.80%
5016840601029,,Glens Vodka,20.00%,2.59,1,2.59,0.43,1.55,0.61,28.30%
5000289938365,,Gordons Pink Gin,20.00%,11.99,2,23.98,4,15.62,4.36,21.80%
3245990819103,,Hennessy Cognac,20.00%,22.99,1,22.99,3.83,12.92,6.24,32.60%
3245990598206,,Hennessy Cognac,20.00%,14.49,5,71.73,11.96,41.87,17.91,30.00%
40677552,,Jagermeister Gravity,20.00%,1.79,1,1.79,0.3,0.93,0.56,37.50%
0811538013031,,Kraken Black Spiced Rum,20.00%,30.99,1,22.99,3.83,19.16,-0.01,0.00%
5012461007776,,Malibu Strawberry 14.79,20.00%,14.79,1,14.79,2.46,9.66,2.66,21.60%
8901131890060,,Old Monk 7Yo Dark Rum 40% 70Cl,20.00%,26.99-29.99,4,110.96,18.49,69.96,22.51,24.30%
5013668439421,,Prince Consort Brandy,20.00%,2.59,3,7.77,1.29,4.65,1.83,28.30%
4062400159500,,Sierra Tequila Blanc ,20.00%,17.99,1,17.99,3,11.33,3.66,24.40%
5410316986489,,Smirnoff Vodka,20.00%,2.69,3,8.07,1.34,4.32,2.4,35.70%
5410316233446,,Smirnoff Vodka,20.00%,7.49,1,6.49,1.08,4.74,0.67,12.40%
5010196091886,,Sourz Apple,20.00%,11.99,1,11.99,2,6.33,3.66,36.60%
5024576030006,,Wray Nephew Overproo Rum,20.00%,20.99,1,20.99,3.5,12.08,5.41,30.90%
5024576010008,,Wray Nephew Overproo Rum,20.00%,37.49,2,74.98,12.5,45.33,17.15,27.50%
Sub Category Totals for Alcohol Spirit,,,,,65,643.29,107.21,395.48,140.59,26.20%
,,,,,,,,,,
Alcohol Spirit PM,26 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
5000387909038,,Bells Whisky Pm 23.39,20.00%,23.39,1,23.39,3.9,17.33,2.16,11.10%
5000281080055,,Cap Mo Spi Gol Rum 10.89,20.00%,10.89,4,43.56,7.26,26.89,9.41,25.90%
5000281080086,,Capt Morg Spic Rum 17.59,20.00%,17.59,4,70.36,11.73,45.58,13.06,22.30%
5000281080024,,Capt Morg Spice Rum 6.49,20.00%,6.49,1,6.49,1.08,4.33,1.08,20.00%
5000281074924,,Capta Morg D/Rum 10.99,20.00%,10.99,1,10.99,1.83,7.31,1.85,20.20%
5020379189064,,Chekov Vodka Pm549,20.00%,5.49,13,71.37,11.89,47.65,11.83,19.90%
5020379189033,,Chekov Vodka Pm929,20.00%,9.29,12,111.48,18.58,71.98,20.92,22.50%
5010314314729,,Famous Grouse Whis 11.29,20.00%,11.29,1,11.29,1.88,7.54,1.87,19.80%
5010314314736,,Famous Grouse Whis 18.99,20.00%,18.99,1,18.99,3.17,12.66,3.16,20.00%
5016840164333,,Glens Vodka  Pm 15.99,20.00%,15.99,4,63.96,10.66,43.31,9.99,18.70%
5016840164715,,Glens Vodka Pm 21.99,20.00%,21.99,13,285.87,47.65,201.31,36.91,15.50%
5016840164166,,Glens Vodka Pm 5.99,20.00%,5.99,7,41.93,6.99,26.53,8.41,24.10%
5016840164197,,Glens Vodka Pm 9.79,20.00%,9.79,5,48.95,8.16,31.98,8.81,21.60%
5000289938983,,Gordons Gin Pm 6.49,20.00%,6.49,1,6.49,1.08,4.33,1.08,20.00%
5016840200178,,High Commissioner 6.79,20.00%,6.79,2,13.58,2.26,8.81,2.5,22.10%
5099873027912,,Jack Daniels 23.49,20.00%,23.49,1,23.49,3.92,16.58,2.99,15.30%
5099873027998,,Jack Daniels Pm 13.99,20.00%,13.99,4,50.96,8.49,32.83,9.64,22.70%
5099873028209,,Jack Daniels Pm 7.99,20.00%,7.99,1,7.99,1.33,4.83,1.83,27.40%
4067700034472,,Jagermeister Pm 12.69,20.00%,12.69,2,19.98,3.33,16.33,0.32,1.90%
5010278107375,,Jim Beam White 19.99,20.00%,19.99,1,19.99,3.33,14.16,2.49,15.00%
5000267199825,,Jw Red Label 20.59,20.00%,20.59,1,19.57,3.26,14.16,2.14,13.10%
5410316959513,,Smirnoff R/B Crush 17.99,20.00%,17.99,1,17.99,3,12.33,2.66,17.70%
5410316961776,,Smirnoff Vodka 14.09,20.00%,14.09,4,56.36,9.39,39.93,7.04,15.00%
5410316961622,,Smirnoff Vodka Pm 10.89,20.00%,10.89,4,41.56,6.93,27.73,6.91,19.90%
5410316961677,,Smirnoff Vodka Pm 23.59,20.00%,23.59,4,88.77,14.79,64.66,9.31,12.60%
5410316961707,,Smirnoff Vodka Pm 6.49,20.00%,6.49,6,38.94,6.49,24.32,8.13,25.10%
Sub Category Totals for Alcohol Spirit PM,,,,,99,1214.3,202.38,825.41,186.51,18.40%
,,,,,,,,,,
Alcohol Wine,26 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
0018341751109,,Barefoot Merlot,20.00%,10.29,3,29.56,4.93,18.16,6.47,26.30%
5060078182898,,Blossom Hill Pinot Grigi,20.00%,8.49,3,25.47,4.25,15.49,5.73,27.00%
5060078180375,,Blossom Hill Rose ,20.00%,7.99,11,75.89,12.65,44.98,18.26,28.90%
7804320303178,,Cas Del Diab Res Cab Sau,20.00%,9.49,6,56.94,9.49,33.99,13.46,28.40%
7804320301174,,Casil Del Dia Sauv Blanc,20.00%,9.49,3,28.47,4.75,17.5,6.23,26.30%
7804320355979,,Casill Del Dia Pino Grig,20.00%,9.49,1,9.49,1.58,5.67,2.24,28.40%
7804320985633,,Casill Del Diablo Merlot,20.00%,9.49,4,37.02,6.17,23.66,7.19,23.30%
7804320131344,,Casillero Rose,20.00%,9.49,5,47.45,7.91,28.32,11.22,28.40%
8410036806422,,Freixenet Prosecco,20.00%,12.99,2,25.98,4.33,15,6.65,30.70%
5010186020070,,Hardys Vr Pinot Grigio,20.00%,8.49,4,29.96,4.99,16.26,8.71,34.90%
9311043081132,,Hardys Vr Sauvignon Blan,20.00%,8.49,1,8.49,1.42,4.33,2.74,38.80%
5060215330021,,I Heart Chardonnay,20.00%,7.49,1,7.49,1.25,4.33,1.91,30.60%
5060215332841,,I Heart Malbec,20.00%,7.49,1,7.49,1.25,4.58,1.66,26.60%
5060215330090,,I Heart Merlot,20.00%,7.49,1,7.49,1.25,4.58,1.66,26.60%
5060215330083,,I Heart Pinot Grigio,20.00%,7.49,12,89.88,14.98,52.73,22.17,29.60%
5060215330779,,I Heart Prosecco,20.00%,9.99,2,17.98,3,12.66,2.32,15.50%
5060215334784,,I Heart Prosecco Rose,20.00%,9.99,4,39.96,6.66,25.33,7.97,23.90%
5060215330007,,I Heart Rose ,20.00%,7.49,2,14.98,2.5,9.16,3.32,26.60%
5060215330830,,I Heart Sauvignon Blanc,20.00%,7.49,6,44.94,7.49,28.49,8.96,23.90%
5060215330014,,I Heart Shiraz,20.00%,7.49,3,22.47,3.75,14,4.73,25.30%
5060215335439,,Ihear Pinot Grigio Blush,20.00%,7.49,5,37.45,6.24,21.24,9.97,31.90%
5024576195507,,Magnum Tonic Wine,20.00%,4.49,19,85.31,14.22,46.76,24.33,34.20%
9322214011797,,Yello Tail Jammy Red Roo,20.00%,9.49,2,18.98,3.16,11,4.82,30.50%
9322214006328,,Yellow Tail Merlot,20.00%,9.49,2,18.98,3.16,11,4.82,30.50%
9322214011124,,Yellow Tail Pinot Grigio,20.00%,2.79,2,5.58,0.93,3.01,1.64,35.30%
9322214011520,,Yellow Tail Sauv Blanc,20.00%,9.49,2,18.98,3.16,10.41,5.4,34.20%
Sub Category Totals for Alcohol Wine,,,,,107,812.68,135.45,482.64,194.59,28.70%
,,,,,,,,,,
Alcohol Wine PM,6 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
5010134922111,,Hardys Bin 161 Chard Pm699,20.00%,6.99,1,6.99,1.17,4.62,1.21,20.80%
5010134922135,,Hardys Bin 161 Merlot Pm699,20.00%,6.99,2,13.98,2.33,9.23,2.42,20.80%
5010134922128,,Hardys Bin 161 Pgrigio Pm699,20.00%,6.99,2,13.98,2.33,9.23,2.42,20.80%
5010134922159,,Hardys Bin 161 Rose Pm699,20.00%,6.99,1,6.99,1.17,4.62,1.21,20.80%
5010134922166,,Hardys Bin 161 Sauv Bl Pm699,20.00%,6.99,2,13.98,2.33,9.23,2.42,20.80%
5010134922142,,Hardys Bin 161 Shiraz Pm699,20.00%,6.99,4,27.96,4.66,18.46,4.84,20.80%
Sub Category Totals for Alcohol Wine PM,,,,,12,83.88,13.98,55.38,14.52,20.80%
,,,,,,,,,,
Category Totals for Alcohol,,,,,1144,6089.37,1014.89,3799.13,1271.45,25.10%
,,,,,,,,,,
,,,,,,,,,,
Alternative Smoking,76 Products Sold in Category,,,,,,,,,
Alternative Smoking,76 Products Sold in Sub Category,,,,,,,,,
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
6942417228902,,Ctal 600 Pr Kt B/Berry R,20.00%,5.99,3,17.97,3,6.9,8.08,53.90%
6942417232602,,Ctal 600 Pr Kt B/Berry S,20.00%,5.99,10,55.94,9.32,20.89,25.73,55.20%
6942417233074,,Ctal 600 Pr Kt Berry Ice,20.00%,5.99,3,15.99,2.67,6.5,6.83,51.20%
6942417232619,,Ctal 600 Pr Kt Blue Raz,20.00%,5.99,3,14.02,2.34,6.9,4.79,41.00%
6942417228926,,Ctal 600 Pr Kt Cherry Ic,20.00%,5.99,7,38.96,6.49,14.59,17.87,55.10%
6942417233067,,Ctal 600 Pr Kt Kiwi Pf G,20.00%,5.99,6,33.96,5.66,11.79,16.51,58.30%
6942417228919,,Ctal 600 Pr Kt Lemon Lim,20.00%,5.99,11,61.93,10.32,22.49,29.12,56.40%
6942417232626,,Ctal 600 Pr Kt Pink Lemo,20.00%,5.99,2,10.98,1.83,3.8,5.35,58.50%
6942417228896,,Ctal 600 Pr Kt W/Melon I,20.00%,5.99,2,10.99,1.83,3.8,5.36,58.50%
6942417234569,,Ctal 600 Pr Pd Blue Sr R,20.00%,4.99,1,4.99,0.83,2,2.16,51.90%
6942417234583,,Ctal 600 Pr Pd Cherry Ic,20.00%,4.99,3,14.97,2.5,5.55,6.93,55.50%
5060657342750,,Edge E-Liquid B/Currant,20.00%,2.99,1,2.99,0.5,0.8,1.69,68.00%
7350008401587,,Fumi Freezy Mint,20.00%,4.99,2,7.99,1.33,3.23,3.43,51.50%
7350008401631,,Fumi Minty Blueberry,20.00%,4.99,1,4.99,0.83,1.54,2.62,63.00%
7350008401648,,Fumi Nic Pouch Mango Strong,20.00%,4.99,1,4.99,0.83,1.54,2.62,63.00%
7350008401624,,Fumi Tangy Strawberry,20.00%,4.99,2,9.98,1.66,3.38,4.94,59.40%
5056796857217,,Ivg 2400 Fizzy Edition,20.00%,9.95,1,9.95,1.66,4.1,4.19,50.60%
5056796857187,,Ivg 2400 P/Apple Edition,20.00%,9.99,1,9.99,1.67,4.1,4.22,50.80%
5056796857194,,Ivg 2400 Rechargeable Fruits E,20.00%,9.99,1,9.99,1.67,4.1,4.23,50.80%
5056796857330,,Ivg 2400 Rechargeable Kiwi Edi,20.00%,9.99,1,9.99,1.67,4.9,3.43,41.20%
5056796857392,,Ivg 2400 Rechargeable Lemonade,20.00%,9.95,1,9.95,1.66,4.1,4.19,50.60%
5056796857057,,Ivg 2400 Red Edition,20.00%,9.99,1,9.99,1.67,4.1,4.22,50.80%
5056796808608,,Ivg Pro 12 Kiwi Passionfruit G,20.00%,10.95,4,42.85,7.14,19.83,15.88,44.50%
5056796808509,,Ivg Pro12 Blue Sour Razz,20.00%,10.95,1,10.95,1.82,4.2,4.92,54.00%
5056796808387,,Ivg Pro12 Lemon & Lime,20.00%,10.95,3,32.85,5.47,12.6,14.78,54.00%
5056796808400,,Ivg Pro12 Pineapple Ice,20.00%,10.95,4,43.8,7.3,16.8,19.7,54.00%
5740031400787,,Killa Exclusive Nicopods Blue ,20.00%,4.49,1,4.49,0.75,1.7,2.04,54.60%
6932570128119,,Lm Bm600 Kit Blueberry,20.00%,5.99,2,10.99,1.83,4.6,4.56,49.80%
6932570128133,,Lm Bm600 Kit Cherry Ice,20.00%,5.99,6,35.94,5.99,13.79,16.16,53.90%
6932570128157,,Lm Bm600 Kit Dble Apple,20.00%,5.99,5,26.98,4.5,11.49,10.99,48.90%
6932570128164,,Lm Bm600 Kit Grape,20.00%,5.99,9,50.94,8.49,20.69,21.76,51.30%
